,State Name,Indicator Name,Date,Value
0,Andhra Pradesh,Confirmed Cases of COVID-19 (Indian National),2020-03-23,7.0
1,Andhra Pradesh,Confirmed Cases of COVID-19 (Indian National),2020-03-24,8.0
2,Andhra Pradesh,Confirmed Cases of COVID-19 (Indian National),2020-03-25,9.0
3,Andhra Pradesh,Confirmed Cases of COVID-19 (Indian National),2020-03-26,11.0
4,Andhra Pradesh,Confirmed Cases of COVID-19 (Indian National),2020-03-27,12.0
5,Andhra Pradesh,Confirmed Cases of COVID-19 (Indian National),2020-03-28,14.0
6,Andhra Pradesh,Confirmed Cases of COVID-19 (Foreign National),2020-03-23,0.0
7,Andhra Pradesh,Confirmed Cases of COVID-19 (Foreign National),2020-03-24,0.0
8,Andhra Pradesh,Confirmed Cases of COVID-19 (Foreign National),2020-03-25,0.0
9,Andhra Pradesh,Confirmed Cases of COVID-19 (Foreign National),2020-03-26,0.0
10,Andhra Pradesh,Confirmed Cases of COVID-19 (Foreign National),2020-03-27,0.0
11,Andhra Pradesh,Confirmed Cases of COVID-19 (Foreign National),2020-03-28,0.0
12,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-23,0.0
13,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-24,0.0
14,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-25,1.0
15,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-26,1.0
16,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-27,1.0
17,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-28,1.0
18,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-29,1.0
19,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-30,0.0
20,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-03-31,0.0
21,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-01,1.0
22,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-02,1.0
23,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-03,1.0
24,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-04,1.0
25,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-05,1.0
26,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-06,1.0
27,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-07,1.0
28,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-08,5.0
29,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-09,6.0
30,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-10,7.0
31,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-11,11.0
32,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-12,11.0
33,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-13,11.0
34,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-14,14.0
35,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-15,16.0
36,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-16,20.0
37,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-17,36.0
38,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-18,42.0
39,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-19,42.0
40,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-20,92.0
41,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-21,96.0
42,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-22,120.0
43,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-23,141.0
44,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-24,145.0
45,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-25,171.0
46,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-26,231.0
47,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-27,235.0
48,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-28,258.0
49,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-29,287.0
50,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-04-30,321.0
51,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-01,403.0
52,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-02,441.0
53,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-03,488.0
54,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-04,524.0
55,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-05,589.0
56,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-06,589.0
57,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-07,729.0
58,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-08,780.0
59,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-09,842.0
60,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-10,887.0
61,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-11,925.0
62,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-12,975.0
63,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-13,1056.0
64,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-14,1142.0
65,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-15,1192.0
66,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-16,1252.0
67,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-17,1353.0
68,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-18,1456.0
69,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-19,1552.0
70,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-20,1621.0
71,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-21,1640.0
72,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-22,1709.0
73,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-23,1763.0
74,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-24,1809.0
75,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-25,1856.0
76,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-26,1896.0
77,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-27,2009.0
78,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-28,2057.0
79,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-29,2125.0
80,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-30,2226.0
81,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-05-31,2289.0
82,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-01,2349.0
83,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-02,2378.0
84,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-03,2421.0
85,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-04,2466.0
86,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-05,2539.0
87,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-06,2576.0
88,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-07,2620.0
89,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-08,2682.0
90,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-09,2745.0
91,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-10,2802.0
92,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-11,2899.0
93,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-12,3048.0
94,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-13,3105.0
95,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-14,3195.0
96,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-15,3314.0
97,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-16,3316.0
98,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-17,3509.0
99,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-18,3641.0
100,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-19,3789.0
101,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-20,3917.0
102,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-21,4111.0
103,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-22,4331.0
104,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-23,4495.0
105,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-24,4599.0
106,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-25,4779.0
107,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-26,4988.0
108,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-27,5196.0
109,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-28,5480.0
110,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-29,5908.0
111,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-06-30,6232.0
112,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-01,6511.0
113,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-02,6988.0
114,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-03,7313.0
115,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-04,7632.0
116,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-05,8008.0
117,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-06,8422.0
118,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-07,8920.0
119,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-08,9745.0
120,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-09,11101.0
121,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-10,12154.0
122,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-11,13194.0
123,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-12,14393.0
124,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-13,15412.0
125,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-14,16464.0
126,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-15,17467.0
127,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-16,18378.0
128,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-17,19393.0
129,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-18,20298.0
130,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-19,21763.0
131,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-20,22890.0
132,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-21,24228.0
133,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-22,25574.0
134,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-23,32127.0
135,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-24,37555.0
136,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-25,39935.0
137,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-26,43255.0
138,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-28,52622.0
139,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-29,55406.0
140,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-30,60024.0
141,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-07-31,63864.0
142,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-01,76614.0
143,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-02,82886.0
144,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-03,88672.0
145,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-04,95625.0
146,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-05,104354.0
147,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-06,104354.0
148,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-07,112870.0
149,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-08,120464.0
150,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-09,129615.0
151,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-10,138712.0
152,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-11,145636.0
153,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-12,154749.0
154,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-13,161425.0
155,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-14,170984.0
156,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-15,180703.0
157,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-16,191117.0
158,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-17,201234.0
159,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-18,209100.0
160,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-19,218311.0
161,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-20,226372.0
162,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-21,235218.0
163,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-22,244045.0
164,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-23,252638.0
165,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-24,260087.0
166,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-25,268828.0
167,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-26,278247.0
168,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-27,286720.0
169,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-28,295248.0
170,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-29,303711.0
171,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-30,312687.0
172,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-08-31,321754.0
173,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-01,330526.0
174,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-02,339876.0
175,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-03,348330.0
176,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-04,358009.0
177,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-05,370163.0
178,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-06,382104.0
179,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-07,394019.0
180,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-08,404074.0
181,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-09,415765.0
182,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-10,425607.0
183,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-11,435647.0
184,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-12,446716.0
185,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-13,457008.0
186,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-14,467139.0
187,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-15,476903.0
188,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-16,486531.0
189,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-17,497376.0
190,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-18,508088.0
191,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-19,519891.0
192,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-20,530711.0
193,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-21,541319.0
194,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-22,551821.0
195,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-23,562376.0
196,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-24,570667.0
197,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-25,579474.0
198,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-26,588169.0
199,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-27,597294.0
200,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-28,605090.0
201,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-29,612300.0
202,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-09-30,622136.0
203,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-01,629211.0
204,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-02,636508.0
205,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-03,643993.0
206,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-04,651791.0
207,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-05,658875.0
208,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-06,666433.0
209,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-07,672479.0
210,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-08,678828.0
211,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-09,684930.0
212,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-10,691040.0
213,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-11,697699.0
214,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-12,703208.0
215,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-13,708712.0
216,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-14,714427.0
217,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-15,719477.0
218,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-16,725099.0
219,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-17,730109.0
220,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-18,735638.0
221,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-19,740229.0
222,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-20,744532.0
223,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-21,749676.0
224,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-22,754415.0
225,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-23,758138.0
226,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-24,762419.0
227,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-25,765991.0
228,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-26,769576.0
229,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-27,773548.0
230,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-28,777900.0
231,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-29,781509.0
232,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-30,784752.0
233,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-10-31,788375.0
234,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-01,792083.0
235,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-02,795592.0
236,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-03,798625.0
237,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-04,802325.0
238,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-05,805026.0
239,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-06,807318.0
240,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-07,809770.0
241,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-08,812517.0
242,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-09,814773.0
243,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-10,816322.0
244,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-11,818473.0
245,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-12,820234.0
246,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-13,822011.0
247,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-14,824189.0
248,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-15,826344.0
249,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-16,828484.0
250,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-17,829991.0
251,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-18,832284.0
252,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-19,833980.0
253,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-20,835801.0
254,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-21,837630.0
255,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-22,839395.0
256,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-23,841026.0
257,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-24,842416.0
258,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-25,843863.0
259,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-26,845039.0
260,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-27,846120.0
261,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-28,847325.0
262,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-29,848511.0
263,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-11-30,852298.0
264,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-01,853232.0
265,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-02,854326.0
266,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-03,855485.0
267,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-04,856320.0
268,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-05,857233.0
269,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-06,858115.0
270,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-07,859029.0
271,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-08,859624.0
272,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-09,860368.0
273,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-10,861153.0
274,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-11,861711.0
275,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-12,862230.0
276,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-13,862895.0
277,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-14,863508.0
278,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-15,864049.0
279,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-16,864612.0
280,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-17,865327.0
281,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-18,865825.0
282,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-19,866359.0
283,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-20,866856.0
284,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-21,867445.0
285,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-22,867867.0
286,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-23,868279.0
287,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-24,868769.0
288,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-25,869124.0
289,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-26,869478.0
290,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-27,869920.0
291,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-28,870342.0
292,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-29,870752.0
293,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-30,871116.0
294,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2020-12-31,871588.0
295,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-01,871916.0
296,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-02,872266.0
297,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-03,872545.0
298,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-04,872897.0
299,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-05,873149.0
300,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-06,873427.0
301,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-07,873855.0
302,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-08,874223.0
303,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-09,874531.0
304,Andhra Pradesh,Cured/Discharged/Migrated Case of COVID-19,2021-01-10,874954.0
